Fecha,DolarToday
5-26-2016,0.0101404
5-27-2016,0.0099987
5-28-2016,0.0099987
5-29-2016,0.0099987
5-30-2016,0.0099987
5-31-2016,0.0101754
6-1-2016,0.0099655
6-2-2016,0.0099655
6-3-2016,0.0099655
6-6-2016,0.0099655
6-7-2016,0.0099828
6-9-2016,0.0099655
6-11-2016,0.0105556
6-14-2016,0.0105556
6-15-2016,0.0105556
6-16-2016,0.0109434
6-17-2016,0.0109434
6-18-2016,0.0109434
6-19-2016,0.0109434
6-20-2016,0.0109434
6-21-2016,0.0107963
6-22-2016,0.0107963
6-23-2016,0.0106545
6-24-2016,0.0104364
6-25-2016,0.0104364
6-26-2016,0.0104364
6-27-2016,0.0104727
6-28-2016,0.0104727
6-30-2016,0.0104364
7-1-2016,0.0104
7-2-2016,0.0104
7-3-2016,0.0104
7-4-2016,0.0103778
7-5-2016,0.0103537
7-6-2016,0.0103687
7-7-2016,0.0103356
7-8-2016,0.0103085
7-9-2016,0.0103085
7-10-2016,0.0103085
7-11-2016,0.0102157
7-12-2016,0.0101674
7-13-2016,0.0101503
7-14-2016,0.0101435
7-15-2016,0.0101065
7-16-2016,0.0101065
7-17-2016,0.0101065
7-18-2016,0.0100724
7-19-2016,0.0100967
7-20-2016,0.0100587
7-21-2016,0.0100634
7-22-2016,0.0100763
7-23-2016,0.0100763
7-24-2016,0.0100763
7-25-2016,0.0101082
7-26-2016,0.0101082
7-27-2016,0.0101082
7-28-2016,0.0100832
7-29-2016,0.0100574
7-30-2016,0.0100574
7-31-2016,0.0100574
8-1-2016,0.0100363
8-2-2016,0.0100185
8-3-2016,0.0099965
8-4-2016,0.0100326
8-5-2016,0.0100326
8-6-2016,0.0100326
8-7-2016,0.0100326
8-8-2016,0.0100635
8-9-2016,0.0100852
8-10-2016,0.0100852
8-11-2016,0.0100936
8-12-2016,0.0101195
8-13-2016,0.0101195
8-14-2016,0.0101195
8-15-2016,0.0101195
8-16-2016,0.0100763
8-17-2016,0.0100914
8-18-2016,0.0101088
8-19-2016,0.0100839
8-20-2016,0.0100839
8-21-2016,0.0100839
8-22-2016,0.0101187
8-23-2016,0.0101549
8-24-2016,0.0101873
8-25-2016,0.0101639
8-26-2016,0.0102187
8-27-2016,0.0102187
8-28-2016,0.0102187
8-29-2016,0.0102061
8-30-2016,0.0102596
8-31-2016,0.0102885
9-1-2016,0.0102298
9-2-2016,0.0102084
9-3-2016,0.0102084
9-4-2016,0.0102084
9-5-2016,0.0101878
9-6-2016,0.0102174
9-7-2016,0.0102493
9-8-2016,0.0102284
9-9-2016,0.0102539
9-10-2016,0.0102539
9-11-2016,0.0102539
9-12-2016,0.0102489
9-13-2016,0.0102287
9-14-2016,0.0102563
9-15-2016,0.0102484
9-16-2016,0.0102613
9-17-2016,0.0102613
9-18-2016,0.0102613
9-19-2016,0.0101263
9-20-2016,0.0101029
9-21-2016,0.0100816
9-22-2016,0.0101021
9-23-2016,0.0101734
9-24-2016,0.0101734
9-25-2016,0.0101734
9-26-2016,0.0103572
9-27-2016,0.0105276
9-28-2016,0.0106179
9-29-2016,0.0107085
9-30-2016,0.0107834
10-1-2016,0.0107834
10-2-2016,0.0107834
10-3-2016,0.0108463
10-4-2016,0.0108463
10-5-2016,0.0108278
10-6-2016,0.0108762
10-7-2016,0.0109273
10-8-2016,0.0109273
10-9-2016,0.0109273
10-10-2016,0.0110376
10-11-2016,0.0111869
10-12-2016,0.0113493
10-13-2016,0.0114628
10-14-2016,0.0116749
10-15-2016,0.0116749
10-16-2016,0.0116749
10-17-2016,0.0117851
10-18-2016,0.0118934
10-19-2016,0.0119778
10-20-2016,0.0120478
10-21-2016,0.0120981
10-22-2016,0.0120981
10-23-2016,0.0120981
10-24-2016,0.0122187
10-25-2016,0.0126231
10-26-2016,0.0132708
10-27-2016,0.0138552
10-28-2016,0.0141723
10-29-2016,0.0141723
10-30-2016,0.0141723
10-31-2016,0.0150117
11-1-2016,0.0156735
11-2-2016,0.0160482
11-3-2016,0.0168212
11-4-2016,0.0175823
11-5-2016,0.0175823
11-6-2016,0.0175823
11-7-2016,0.0175691
11-8-2016,0.0182161
11-9-2016,0.0184402
11-10-2016,0.0188325
11-11-2016,0.0190598
11-12-2016,0.0190598
11-13-2016,0.0190598
11-14-2016,0.0190598
11-15-2016,0.0191102
11-16-2016,0.0192287
11-17-2016,0.0195211
11-18-2016,0.0196769
11-19-2016,0.0196769
11-20-2016,0.0196769
11-21-2016,0.0219265
11-22-2016,0.0230172
11-23-2016,0.0247423
11-24-2016,0.0275289
11-25-2016,0.0297162
11-26-2016,0.0297162
11-27-2016,0.0297162
11-28-2016,0.0368751
11-29-2016,0.0398648
11-30-2016,0.0453846
12-1-2016,0.0458773
12-2-2016,0.0440255
12-3-2016,0.0440255
12-4-2016,0.0440255
12-5-2016,0.0413889
12-6-2016,0.0424286
12-7-2016,0.0426135
12-8-2016,0.0426562
12-9-2016,0.0425411
12-10-2016,0.0425411
12-11-2016,0.0425411
12-12-2016,0.0398051
12-13-2016,0.0357074
12-14-2016,0.0310511
12-15-2016,0.0248052
12-16-2016,0.0250411
12-17-2016,0.0250709
12-18-2016,0.0250709
12-19-2016,0.0265075
12-20-2016,0.0271837
12-21-2016,0.0275122
12-22-2016,0.0275572
12-23-2016,0.0280247
12-24-2016,0.0280247
12-25-2016,0.0280247
12-26-2016,0.0285107
12-27-2016,0.0292354
12-28-2016,0.0287543
12-29-2016,0.0310773
12-30-2016,0.0316472
12-31-2016,0.0316472
1-1-2017,0.0316472
1-2-2017,0.0320754
1-3-2017,0.0320978
1-4-2017,0.0319075
1-5-2017,0.0325022
1-6-2017,0.0334836
1-7-2017,0.0334836
1-8-2017,0.0334836
1-9-2017,0.0335523
1-10-2017,0.0335173
1-11-2017,0.0335311
1-12-2017,0.0340144
1-13-2017,0.0351054
1-14-2017,0.0351054
1-15-2017,0.0351054
1-16-2017,0.0360705
1-17-2017,0.0372341
1-18-2017,0.0375522
1-19-2017,0.0375162
1-20-2017,0.0375301
1-21-2017,0.0375301
1-22-2017,0.0375301
1-23-2017,0.0375111
1-24-2017,0.0368051
1-25-2017,0.0368431
1-26-2017,0.0365207
1-27-2017,0.0365002
1-28-2017,0.0365002
1-29-2017,0.0365002
1-30-2017,0.0354136
1-31-2017,0.0354501
2-1-2017,0.0355162
2-2-2017,0.0332255
2-3-2017,0.0332302
2-4-2017,0.0332302
2-5-2017,0.0332302
2-6-2017,0.033764
2-7-2017,0.0345162
2-8-2017,0.0358177
2-9-2017,0.0364029
2-10-2017,0.0372012
2-11-2017,0.0372012
2-12-2017,0.0372012
2-13-2017,0.0382083
2-14-2017,0.0391074
2-15-2017,0.0410515
2-16-2017,0.0419089
2-17-2017,0.0422994
2-18-2017,0.0422994
2-19-2017,0.0422994
2-20-2017,0.0427664
2-21-2017,0.0428518
2-22-2017,0.043251
2-23-2017,0.0432782
2-24-2017,0.0432911
2-25-2017,0.0432911
2-26-2017,0.0432911
2-27-2017,0.0432911
2-28-2017,0.0432911
3-1-2017,0.0433441
3-2-2017,0.0433977
3-3-2017,0.0415877
3-4-2017,0.0415877
3-5-2017,0.0415877
3-6-2017,0.0396286
3-7-2017,0.0387978
3-8-2017,0.0369028
3-9-2017,0.0343087
3-10-2017,0.0320913
3-11-2017,0.0320913
3-12-2017,0.0320913
3-13-2017,0.0293074
3-14-2017,0.0280461
3-15-2017,0.0277084
3-16-2017,0.0277769
3-17-2017,0.0277262
3-18-2017,0.0277262
3-19-2017,0.0277262
3-20-2017,0.0280754
3-21-2017,0.0280311
3-22-2017,0.0290576
3-23-2017,0.0301402
3-24-2017,0.0300981
3-25-2017,0.0300981
3-26-2017,0.0300981
3-27-2017,0.0306318
3-28-2017,0.0309832
3-29-2017,0.0320362
3-30-2017,0.0345174
3-31-2017,0.0379081
4-1-2017,0.0379081
4-2-2017,0.0379081
4-3-2017,0.0370963
4-4-2017,0.0409756
4-5-2017,0.0420162
4-6-2017,0.0430473
4-7-2017,0.0440751
4-8-2017,0.0440751
4-9-2017,0.0440751
4-10-2017,0.0441122
4-11-2017,0.0441182
4-12-2017,0.0441201
4-13-2017,0.0441201
4-14-2017,0.0441201
4-15-2017,0.0441201
4-16-2017,0.0441201
4-17-2017,0.0441285
4-18-2017,0.0450763
4-19-2017,0.0460157
4-20-2017,0.0470877
4-21-2017,0.0471173
4-22-2017,0.0471173
4-23-2017,0.0471173
4-24-2017,0.0490873
4-25-2017,0.0487162
4-26-2017,0.0451233
4-27-2017,0.0428072
4-28-2017,0.0428317
4-29-2017,0.0428317
4-30-2017,0.0428317
5-1-2017,0.0428317
5-2-2017,0.0460875
5-3-2017,0.0490763
5-4-2017,0.0498907
5-5-2017,0.0510571
5-6-2017,0.0510571
5-7-2017,0.0510571
5-8-2017,0.0511387
5-9-2017,0.0511711
5-10-2017,0.0511809
5-11-2017,0.0520187
5-12-2017,0.0538311
5-13-2017,0.0538311
5-14-2017,0.0538311
5-15-2017,0.0541173
5-16-2017,0.0550783
5-17-2017,0.0571153
5-18-2017,0.0580155
5-19-2017,0.0580758
5-20-2017,0.0580758
5-21-2017,0.0580758
5-22-2017,0.0585163
5-23-2017,0.0589073
5-24-2017,0.0590787
5-25-2017,0.0598075
5-26-2017,0.0607987
5-27-2017,0.0607987
5-28-2017,0.0607987
5-29-2017,0.0607987
5-30-2017,0.0608167
5-31-2017,0.0610897
6-1-2017,0.0611288
6-2-2017,0.0620598
6-3-2017,0.0620598
6-4-2017,0.0620598
6-5-2017,0.0630862
6-6-2017,0.0648063
6-7-2017,0.0654093
6-8-2017,0.0678093
6-9-2017,0.0710786
6-10-2017,0.0710786
6-11-2017,0.0710786
6-12-2017,0.0729707
6-13-2017,0.0748097
6-14-2017,0.0771114
6-15-2017,0.0810471
6-16-2017,0.0828753
6-17-2017,0.0828753
6-18-2017,0.0828753
6-19-2017,0.0829147
6-20-2017,0.0829284
6-21-2017,0.0829389
6-22-2017,0.0830171
6-23-2017,0.0830171
6-24-2017,0.0830171
6-25-2017,0.0830171
6-26-2017,0.0828417
6-27-2017,0.0798067
6-28-2017,0.0798407
6-29-2017,0.0787305
6-30-2017,0.0778095
7-1-2017,0.0778095
7-2-2017,0.0778095
7-3-2017,0.0778095
7-4-2017,0.0769063
7-5-2017,0.0767893
7-6-2017,0.0767409
7-7-2017,0.0767281
7-8-2017,0.0767281
7-9-2017,0.0767281
7-10-2017,0.0767197
7-11-2017,0.0796055
7-12-2017,0.0810999
7-13-2017,0.0846087
7-14-2017,0.0849397
7-15-2017,0.0849397
7-16-2017,0.0849397
7-17-2017,0.0848107
7-18-2017,0.0847074
7-19-2017,0.0846987
7-20-2017,0.0846987
7-21-2017,0.0879084
7-22-2017,0.0879084
7-23-2017,0.0879084
7-24-2017,0.0882052
7-25-2017,0.0891751
7-26-2017,0.0939095
7-27-2017,0.0978779
7-28-2017,0.1038979
7-29-2017,0.1038979
7-30-2017,0.1038979
7-31-2017,0.1118595
8-1-2017,0.1219774
8-2-2017,0.1476089
8-3-2017,0.1798095
8-4-2017,0.1898293
8-5-2017,0.1898293
8-6-2017,0.1898293
8-7-2017,0.1648017
8-8-2017,0.1307701
8-9-2017,0.1038755
8-10-2017,0.1098797
8-11-2017,0.1216368
8-12-2017,0.1216368
8-13-2017,0.1216368
8-14-2017,0.1289475
8-15-2017,0.1415847
8-16-2017,0.1544507
8-17-2017,0.1550181
8-18-2017,0.1625674
8-19-2017,0.1625674
8-20-2017,0.1625674
8-21-2017,0.1628005
8-22-2017,0.1684075
8-23-2017,0.1684507
8-24-2017,0.1685047
8-25-2017,0.1685752
8-26-2017,0.1685752
8-27-2017,0.1685752
8-28-2017,0.1689195
8-29-2017,0.1756256
8-30-2017,0.1766273
8-31-2017,0.1773085
9-1-2017,0.1847097
9-2-2017,0.1847097
9-3-2017,0.1847045
9-4-2017,0.1910545
9-5-2017,0.1949097
9-6-2017,0.1987085
9-7-2017,0.2019295
9-8-2017,0.2110595
9-9-2017,0.2110595
9-10-2017,0.2110595
9-11-2017,0.2110595
9-12-2017,0.2179095
9-13-2017,0.2243065
9-14-2017,0.2321854
9-15-2017,0.2374463
9-16-2017,0.2374463
9-17-2017,0.2374463
9-18-2017,0.2443156
9-19-2017,0.2523702
9-20-2017,0.2378668
9-21-2017,0.2293823
9-22-2017,0.2233722
9-23-2017,0.2233722
9-24-2017,0.2233722
9-25-2017,0.2378134
9-26-2017,0.2512856
9-27-2017,0.2705164
9-28-2017,0.2843407
9-29-2017,0.2914611
9-30-2017,0.2914611
10-1-2017,0.2914611
10-2-2017,0.2916814
10-3-2017,0.2917091
10-4-2017,0.2938769
10-5-2017,0.2765115
10-6-2017,0.2674928
10-7-2017,0.2674928
10-8-2017,0.2674928
10-9-2017,0.2664568
10-10-2017,0.2680831
10-11-2017,0.272124
10-12-2017,0.2917329
10-13-2017,0.311093
10-14-2017,0.311093
10-15-2017,0.311093
10-16-2017,0.3212378
10-17-2017,0.3334841
10-18-2017,0.3410173
10-19-2017,0.3620118
10-20-2017,0.3808743
10-21-2017,0.3808743
10-22-2017,0.3808743
10-23-2017,0.4007299
10-24-2017,0.4271591
10-25-2017,0.4214402
10-26-2017,0.4032349
10-27-2017,0.4115281
10-28-2017,0.4115281
10-29-2017,0.4115281
10-30-2017,0.4124387
10-31-2017,0.4119487
11-1-2017,0.4129028
11-2-2017,0.4229357
11-3-2017,0.4434776
11-4-2017,0.4434776
11-5-2017,0.4434776
11-6-2017,0.4623867
11-7-2017,0.4853211
11-8-2017,0.497065
11-9-2017,0.4983098
11-10-2017,0.5212874
11-11-2017,0.5212874
11-12-2017,0.5212874
11-13-2017,0.5521667
11-14-2017,0.5737887
11-15-2017,0.6094207
11-16-2017,0.6596269
11-17-2017,0.7321875
11-18-2017,0.7321875
11-19-2017,0.7321875
11-20-2017,0.8127127
11-21-2017,0.8437218
11-22-2017,0.8236357
11-23-2017,0.8175998
11-24-2017,0.8218575
11-25-2017,0.8218575
11-26-2017,0.8218575
11-27-2017,0.8445736
11-28-2017,0.8823561
11-29-2017,0.9679446
11-30-2017,0.9719271
12-1-2017,1.0302427
12-2-2017,1.0302427
12-3-2017,1.0302427
12-4-2017,1.0827953
12-5-2017,1.0319042
12-6-2017,0.9860989
12-7-2017,0.9544047
12-8-2017,0.9277811
12-9-2017,0.9277811
12-10-2017,0.9277811
12-11-2017,0.9277811
12-12-2017,0.9639645
12-13-2017,1.0227663
12-14-2017,1.0355508
12-15-2017,1.0819844
12-16-2017,1.0819844
12-17-2017,1.0819844
12-18-2017,1.1573462
12-19-2017,1.2419013
12-20-2017,1.2120572
12-21-2017,1.1526519
12-22-2017,1.1226829
12-23-2017,1.1226829
12-24-2017,1.1226829
12-25-2017,1.1226829
12-26-2017,1.1213787
12-27-2017,1.0692496
12-28-2017,1.0712811
12-29-2017,1.1141323
12-30-2017,1.1141323
12-31-2017,1.1141323
1-1-2018,1.1141323
1-2-2018,1.1977997
1-3-2018,1.2311049
1-4-2018,1.2844621
1-5-2018,1.3658217
1-6-2018,1.3658217
1-7-2018,1.3658217
1-8-2018,1.4327469
1-9-2018,1.5149694
1-10-2018,1.5754172
1-11-2018,1.6846965
1-12-2018,1.7854648
1-13-2018,1.7854648
1-14-2018,1.7854648
1-15-2018,1.8249235
1-17-2018,1.9402658
1-18-2018,2.0178764
1-19-2018,2.1133755
1-20-2018,2.1133755
1-21-2018,2.1133755
1-23-2018,2.4166488
1-24-2018,2.6151723
1-25-2018,2.6380329
1-26-2018,2.6663076
1-27-2018,2.6663077
1-28-2018,2.6663077
1-29-2018,2.5590012
1-30-2018,2.4987223
1-31-2018,2.3578212
2-1-2018,2.2792154
2-2-2018,2.2495412
2-3-2018,2.2495412
2-4-2018,2.2495412
2-5-2018,2.2790102
2-6-2018,2.3353114
2-7-2018,2.3290282
2-8-2018,2.3640245
2-9-2018,2.3685415
2-10-2018,2.3685415
2-11-2018,2.3685415
2-12-2018,2.3685415
2-13-2018,2.3685415
2-14-2018,2.3803842
2-15-2018,2.3714956
2-16-2018,2.3620187
2-17-2018,2.3620187
2-18-2018,2.3620187
2-19-2018,2.3469999
2-20-2018,2.3272701
2-21-2018,2.3022859
2-22-2018,2.3076406
2-23-2018,2.2558601
2-24-2018,2.2558601
2-25-2018,2.2558601
2-26-2018,2.2653612
2-27-2018,2.1790931
2-28-2018,2.1465543
3-1-2018,2.1323928
3-2-2018,2.1683882
3-3-2018,2.1683882
3-4-2018,2.1683882
3-5-2018,2.1726198
3-6-2018,2.1022673
3-7-2018,2.0589946
3-8-2018,2.0872512
3-9-2018,2.1577805
3-10-2018,2.1577805
3-11-2018,2.1577805
3-12-2018,2.1616425
3-13-2018,2.1673261
3-14-2018,2.1791239
3-15-2018,2.1575265
3-16-2018,2.2631763
3-17-2018,2.2631763
3-18-2018,2.2631763
3-19-2018,2.2631763
3-20-2018,2.3072645
3-21-2018,2.3094127
3-22-2018,2.3133402
3-23-2018,2.3500277
3-24-2018,2.3500277
3-25-2018,2.3500277
3-26-2018,2.3541733
3-27-2018,2.3577465
3-28-2018,2.3599821
3-29-2018,2.3599821
3-30-2018,2.3599821
3-31-2018,2.3599821
4-1-2018,2.3599821
4-2-2018,2.3534477
4-3-2018,2.4166713
4-4-2018,2.5131151
4-5-2018,2.6544798
4-6-2018,3.0521585
4-7-2018,3.0521585
4-8-2018,3.0521585
4-9-2018,3.6283154
4-10-2018,3.7182945
4-11-2018,4.1068451
4-12-2018,4.5134925
4-13-2018,4.837327
4-14-2018,4.837327
4-15-2018,4.837327
4-16-2018,5.2398811
4-17-2018,5.5123009
4-18-2018,6.4134721
4-19-2018,6.4134721
4-20-2018,6.1072566
4-21-2018,6.1072566
4-22-2018,6.1072566
4-23-2018,6.3025419
4-24-2018,6.2594472
4-25-2018,6.3548625
4-26-2018,6.3852036
4-27-2018,6.2376577
4-28-2018,6.2376577
4-29-2018,6.2376577
4-30-2018,6.2149849
5-1-2018,6.2149849
5-2-2018,6.3705328
5-3-2018,6.4881153
5-4-2018,6.4357109
5-5-2018,6.4357109
5-6-2018,6.4357109
5-7-2018,6.3677103
5-8-2018,6.6182452
5-9-2018,6.9085412
5-10-2018,6.9721106
5-11-2018,7.1084512
5-12-2018,7.1084512
5-13-2018,7.1084512
5-14-2018,7.1084512
5-15-2018,7.1143345
5-16-2018,7.3145455
5-17-2018,7.4562523
5-18-2018,7.5235488
5-19-2018,7.5235488
5-20-2018,7.5235488
5-21-2018,7.615451
5-22-2018,8.1027488
5-23-2018,8.5568179
5-24-2018,8.7934722
5-25-2018,9.3182156
5-26-2018,9.3182156
5-27-2018,9.3182156
5-28-2018,9.9075412
5-29-2018,9.9548841
5-30-2018,11.4356425
5-31-2018,12.5368421
6-1-2018,14.0013587
6-2-2018,14.0013587
6-3-2018,14.0013587
6-4-2018,14.0013587
6-5-2018,17.9042205
6-6-2018,18.8754451
6-7-2018,20.501981
6-8-2018,20.5034573
6-9-2018,20.5034573
6-10-2018,20.5034573
6-11-2018,22.015431
6-12-2018,22.5072522
6-13-2018,23.5287215
6-14-2018,22.9138544
6-15-2018,22.9825733
6-16-2018,22.9825733
6-17-2018,22.9825733
6-18-2018,22.9917325
6-19-2018,25.8062273
6-20-2018,28.0349581
6-21-2018,29.0214235
6-22-2018,29.5137461
6-23-2018,29.5137461
6-24-2018,29.5137461
6-25-2018,29.5583074
6-26-2018,33.0024825
6-27-2018,34.0218633
6-28-2018,34.0867141
6-29-2018,34.0575103
6-30-2018,34.0575103
7-1-2018,34.0575103
7-2-2018,34.106252
7-3-2018,34.0852261
7-4-2018,35.0026582
7-5-2018,35.0026582
7-6-2018,34.9852175
7-7-2018,34.9852175
7-8-2018,34.9852175
7-9-2018,34.9521045
7-10-2018,34.9281511
7-11-2018,34.1026914
7-12-2018,34.116852
7-13-2018,34.156889
7-14-2018,34.156889
7-15-2018,34.156889
7-16-2018,34.186052
7-17-2018,36.7055141
7-18-2018,37.212153
7-19-2018,37.22105
7-20-2018,36.198332
7-21-2018,36.198332
7-22-2018,36.198332
7-23-2018,35.2557302
7-24-2018,35.2557302
7-25-2018,35.270601
7-26-2018,35.2568085
7-27-2018,35.2433015
7-28-2018,35.2433015
7-29-2018,35.2433015
7-30-2018,35.2723071
7-31-2018,35.856742
8-1-2018,36.0241211
8-2-2018,36.2954331
8-3-2018,36.5126671
8-4-2018,36.5126671
8-5-2018,36.5126671
8-6-2018,36.7210591
8-7-2018,36.7834165
8-8-2018,38.1128425
8-9-2018,39.0581262
8-10-2018,41.0127351
8-11-2018,41.0127351
8-12-2018,41.0127351
8-13-2018,42.051842
8-14-2018,43.1568891
8-15-2018,47.259401
8-16-2018,54.0951125
8-17-2018,59.2148623
8-18-2018,59.2148623
8-19-2018,59.21
8-20-2018,59.21
8-21-2018,65.18
8-22-2018,71.21
8-23-2018,75.32
8-24-2018,83.47
8-25-2018,83.47
8-26-2018,83.47
8-27-2018,84.31
8-28-2018,86.18
8-29-2018,87.35
8-30-2018,86.47
8-31-2018,87.22
9-1-2018,87.22
9-2-2018,87.22
9-3-2018,87.68
9-4-2018,88.09
9-5-2018,90.23
9-6-2018,90.51
9-7-2018,91.64
9-8-2018,91.64
9-9-2018,91.64
9-10-2018,91.64
9-11-2018,92.37
9-12-2018,93.11
9-13-2018,93.21
9-14-2018,92.89
9-15-2018,92.89
9-16-2018,92.89
9-17-2018,92.11
9-18-2018,92.33
9-19-2018,92.07
9-20-2018,92.66
9-21-2018,93.08
9-22-2018,93.08
9-23-2018,93.08
9-24-2018,96.45
9-25-2018,96.3
9-26-2018,97.08
9-27-2018,97.51
9-28-2018,98.06
9-29-2018,98.06
9-30-2018,98.06
10-1-2018,98.56
10-2-2018,99.12
10-3-2018,101.34
10-4-2018,101.5
10-5-2018,102.97
10-6-2018,102.97
10-7-2018,102.97
10-8-2018,103.5
10-9-2018,105.44
10-10-2018,110.31
10-11-2018,115.29
10-12-2018,115.29
10-13-2018,115.29
10-14-2018,115.29
10-15-2018,125.08
10-16-2018,136.05
10-17-2018,147.83
10-18-2018,156.43
10-19-2018,167.36
10-20-2018,167.36
10-21-2018,167.36
10-22-2018,171.34
10-23-2018,175.44
10-24-2018,191.07
10-25-2018,201.15
10-26-2018,212.31
10-27-2018,212.31
10-28-2018,212.31
10-29-2018,230.05
10-30-2018,240.28
